NAME	TEAM	ML	A/H	PROP	LINE	SZN AVG	W-L Splits	A-H Splits	% OVER	L15 % OVER	L5 % OVER	LAST 10 GAMES ➡️	LAST YR % OVER	OVER	UNDER
Nick Ritchie	CGY	-520	H	g	0.5	0.17	0.23 - 0.12	0.24 - 0.1	14%	0,0,0,0,1,0,1,0,0,0	18%	'+220	0
Nick Seeler	PHI	'+185	A	g	0.5	0.06	0.0 - 0.09	0.09 - 0.03	6%	0,0,0,0,0,0,0,1,0,0	2%	'+1300	0
Nicklas Backstrom	WSH	'+115	H	pts	0.5	0.52	0.74 - 0.37	0.47 - 0.56	48%	0,0,0,2,1,0,1,1,0,1	58%	-125	-105
Nicklas Backstrom	WSH	'+115	H	ast	0.5	0.33	0.49 - 0.23	0.29 - 0.38	33%	0,0,0,1,1,0,0,1,0,0	50%	'+135	-165
Nicklas Backstrom	WSH	'+115	H	g	0.5	0.18	0.24 - 0.14	0.18 - 0.19	18%	0,0,0,1,0,0,1,0,0,1	15%	'+380	0
Nico Hischier	NJ	-105	A	sog	2.5	3.15	2.95 - 3.36	2.95 - 3.34	60%	1,2,1,4,3,3,1,4,6,3	37%	-110	-120
Nico Hischier	NJ	-105	A	pts	0.5	0.96	1.22 - 0.49	0.97 - 0.95	68%	1,1,0,2,1,1,2,1,2,0	62%	-165	'+135
Nico Hischier	NJ	-105	A	ast	0.5	0.56	0.74 - 0.24	0.51 - 0.61	47%	1,1,0,2,1,1,1,0,2,0	45%	'+120	-150
Nico Hischier	NJ	-105	A	g	0.5	0.4	0.48 - 0.25	0.46 - 0.34	37%	0,0,0,0,0,0,1,1,0,0	25%	'+205	0
Nicolas Aube-Kubel	WSH	'+115	H	g	0.5	0.1	0.08 - 0.08	0.15 - 0.05	10%	0,0,0,0,0,0,1,0,0,0	12%	'+475	0
Nicolas Deslauriers	PHI	'+185	A	g	0.5	0.07	0.08 - 0.08	0.03 - 0.11	7%	0,0,0,0,0,0,0,0,0,1	9%	'+800	0
Nikita Alexandrov	STL	'+185	H	g	0.5	0.11	0.07 - 0.13	0.12 - 0.09	11%	0,0,0,0,0,0,0,0,0,0	0%	'+600	0
Nikita Nesterenko	ANA	'+410	A	g	0.5	0.17	0 - 0.15	0.0 - 0.25	17%	0,0,0,1,0,0	0%	'+425	0
Nikita Zadorov	CGY	-520	H	g	0.5	0.12	0.1 - 0.11	0.13 - 0.11	12%	0,0,0,0,0,0,0,0,0,0	5%	'+370	0
Niko Mikkola	NYR	-135	A	g	0.5	0.0	0.0 - 0.0	0.0 - 0.0	0%	0,0,0,0,0,0,0,0,0,0	0%	'+1200	0
Nikolaj Ehlers	WPG	-115	H	sog	3.5	2.95	2.69 - 2.88	3.09 - 2.78	35%	4,4,2,3,3,3,3,2,3,2	44%	'+135	-165
Nikolaj Ehlers	WPG	-115	H	pts	0.5	0.82	1.26 - 0.33	0.86 - 0.78	55%	2,0,0,0,1,0,2,0,1,0	66%	-130	'+100
Nikolaj Ehlers	WPG	-115	H	ast	0.5	0.57	0.91 - 0.21	0.55 - 0.61	45%	1,0,0,0,0,0,1,0,0,0	39%	'+180	-220
Nikolaj Ehlers	WPG	-115	H	g	0.5	0.25	0.35 - 0.12	0.32 - 0.17	25%	1,0,0,0,1,0,1,0,1,0	42%	'+200	0
Nils Aman	VAN	'+100	H	g	0.5	0.07	0.09 - 0.04	0.06 - 0.07	7%	0,0,0,0,0,0,0,0,0,0	0%	'+550	0
Nino Niederreiter	WPG	-115	H	sog	2.5	2.32	2.4 - 2.15	2.44 - 2.19	42%	5,0,1,1,0,3,4,4,1,1	33%	'+135	-165
Nino Niederreiter	WPG	-115	H	pts	0.5	0.51	0.65 - 0.39	0.61 - 0.42	44%	1,0,0,1,0,0,0,0,1,1	45%	'+100	-130
Nino Niederreiter	WPG	-115	H	ast	0.5	0.19	0.25 - 0.14	0.22 - 0.17	17%	0,0,0,1,0,0,0,0,0,0	21%	'+235	-300
Nino Niederreiter	WPG	-115	H	g	0.5	0.32	0.4 - 0.25	0.39 - 0.25	29%	1,0,0,0,0,0,0,0,1,1	29%	'+240	0
Noah Cates	PHI	'+185	A	pts	0.5	0.47	0.67 - 0.32	0.58 - 0.37	35%	1,1,1,1,2,2,0,0,0,0	38%	'+130	-160
Noah Cates	PHI	'+185	A	ast	0.5	0.31	0.43 - 0.22	0.33 - 0.29	26%	1,0,1,1,2,1,0,0,0,0	25%	'+225	-285
Noah Cates	PHI	'+185	A	g	0.5	0.16	0.24 - 0.1	0.25 - 0.08	16%	0,1,0,0,0,1,0,0,0,0	25%	'+265	0
Noah Dobson	NYI	'+150	A	sog	2.5	2.71	2.69 - 2.56	2.16 - 3.28	48%	4,1,4,2,0,5,1,2,3,3	37%	'+130	-160
Noah Dobson	NYI	'+150	A	pts	0.5	0.59	0.67 - 0.5	0.59 - 0.58	47%	0,0,0,0,1,2,1,1,0,0	53%	'+125	-155
Noah Dobson	NYI	'+150	A	ast	0.5	0.41	0.51 - 0.32	0.46 - 0.36	37%	0,0,0,0,1,1,1,1,0,0	41%	'+180	-220
Noah Dobson	NYI	'+150	A	g	0.5	0.18	0.16 - 0.17	0.14 - 0.22	18%	0,0,0,0,0,1,0,0,0,0	17%	'+400	0
Noah Hanifin	CGY	-520	H	sog	2.5	2.11	2.04 - 2.02	2.03 - 2.19	40%	0,2,0,3,1,1,5,3,1,3	44%	'+105	-135
Noah Hanifin	CGY	-520	H	pts	0.5	0.47	0.48 - 0.43	0.59 - 0.33	40%	1,0,0,0,1,1,1,1,1,1	41%	-110	-120
Noah Hanifin	CGY	-520	H	ast	0.5	0.39	0.42 - 0.33	0.46 - 0.31	33%	1,0,0,0,1,0,1,1,1,0	36%	'+120	-150
Noah Hanifin	CGY	-520	H	g	0.5	0.08	0.06 - 0.1	0.13 - 0.03	7%	0,0,0,0,0,1,0,0,0,1	12%	'+450	0
Noah Juulsen	VAN	'+100	H	g	0.5	0.0	0.0 - 0.0	0.0 - 0.0	0%	0,0,0,0,0,0,0,0,0,0	0%	'+950	0
Noel Acciari	TOR	-275	H	g	0.5	0.18	0.2 - 0.13	0.09 - 0.33	12%	0,0,0,0,0,0,0,2,0,0	0%	'+340	0
Olli Maatta	DET	'+230	A	g	0.5	0.07	0.08 - 0.04	0.06 - 0.08	7%	0,0,0,0,0,0,0,0,0,0	2%	'+1800	0
Ondrej Palat	NJ	-105	A	g	0.5	0.18	0.23 - 0.06	0.13 - 0.24	14%	0,0,0,0,0,0,0,0,0,0	25%	'+300	0
Owen Tippett	PHI	'+185	A	sog	2.5	2.88	2.77 - 2.81	2.94 - 2.83	55%	3,1,1,3,2,3,7,3,8,3	40%	-155	'+125
Owen Tippett	PHI	'+185	A	pts	0.5	0.59	0.88 - 0.44	0.52 - 0.67	42%	0,1,1,0,0,2,3,0,0,0	30%	-120	-110
Owen Tippett	PHI	'+185	A	ast	0.5	0.28	0.39 - 0.22	0.21 - 0.33	26%	0,0,1,0,0,2,0,0,0,0	18%	'+210	-265
Owen Tippett	PHI	'+185	A	g	0.5	0.32	0.5 - 0.22	0.3 - 0.33	26%	0,1,0,0,0,0,3,0,0,0	16%	'+170	0
Parker Kelly	OTT	-180	A	g	0.5	0.02	0.03 - 0.0	0.0 - 0.03	2%	0,0,0,0,0,0,0,0,0,0	15%	'+450	0
Patrice Bergeron	BOS	-215	A	g	0.5	0.36	0.45 - 0.11	0.36 - 0.37	34%	0,0,1,0,0,1,1,0,0,0	31%	'+170	0
Patrick Brown	OTT	-180	A	g	0.5	0.05	0.06 - 0.04	0.07 - 0.04	5%	0,0,0,0,0,0,0,0,0,0	9%	'+500	0
Patrick Kane	NYR	-135	A	sog	2.5	3.19	2.91 - 3.24	2.76 - 3.6	58%	1,3,1,5,1,2,0,2,2,6	62%	-115	-115
Patrick Kane	NYR	-135	A	pts	0.5	0.78	1.37 - 0.43	0.71 - 0.86	51%	0,0,1,1,0,0,0,2,0,2	68%	-140	'+110
Patrick Kane	NYR	-135	A	ast	0.5	0.48	0.76 - 0.3	0.41 - 0.54	38%	0,0,0,0,0,0,0,2,0,1	61%	'+145	-180
Patrick Kane	NYR	-135	A	g	0.5	0.3	0.61 - 0.13	0.29 - 0.31	25%	0,0,1,1,0,0,0,0,0,1	29%	'+185	0
Paul Stastny	CAR	-175	H	g	0.5	0.13	0.18 - 0.07	0.12 - 0.14	13%	1,0,0,0,0,0,0,0,0,1	22%	'+425	0
Pavel Buchnevich	STL	'+185	H	g	0.5	0.42	0.26 - 0.55	0.41 - 0.44	36%	1,1,0,0,0,0,0,3,0,0	29%	'+220	0
Pavel Zacha	BOS	-215	A	pts	0.5	0.7	0.74 - 0.39	0.84 - 0.55	53%	3,1,0,1,0,0,0,0,1,1	42%	-120	-110
Pavel Zacha	BOS	-215	A	ast	0.5	0.46	0.5 - 0.22	0.53 - 0.39	37%	3,1,0,1,0,0,0,0,1,0	27%	'+165	-205
Pavel Zacha	BOS	-215	A	g	0.5	0.24	0.24 - 0.17	0.32 - 0.16	21%	0,0,0,0,0,0,0,0,0,1	20%	'+310	0
Phillip Danault	LA	-120	A	pts	0.5	0.7	0.87 - 0.47	0.55 - 0.84	53%	0,0,0,3,1,1,0,1,1,0	56%	-135	'+105
Phillip Danault	LA	-120	A	ast	0.5	0.46	0.58 - 0.31	0.29 - 0.63	36%	0,0,0,3,1,1,0,1,1,0	32%	'+130	-160
Phillip Danault	LA	-120	A	g	0.5	0.24	0.29 - 0.16	0.26 - 0.21	21%	0,0,0,0,0,0,0,0,0,0	30%	'+265	0
Phillip Di Giuseppe	VAN	'+100	H	g	0.5	0.26	0.34 - 0.2	0.17 - 0.36	26%	0,0,1,0,1,1,0,0,0,1	0%	'+330	0
Pierre Engvall	NYI	'+150	A	g	0.5	0.38	0.34 - 0.42	0.43 - 0.33	38%	0,1,1,0,0,0,0,1,1,1	0%	'+340	0
Pierre-Luc Dubois	WPG	-115	H	sog	2.5	2.78	3.02 - 2.33	2.91 - 2.64	53%	3,0,3,3,5,4,2,0,2,1	49%	-125	-105
Pierre-Luc Dubois	WPG	-115	H	pts	0.5	0.85	1.16 - 0.45	0.71 - 1.0	60%	0,0,1,1,0,0,1,0,0,0	58%	-140	'+110
Pierre-Luc Dubois	WPG	-115	H	ast	0.5	0.49	0.77 - 0.13	0.4 - 0.58	35%	0,0,0,1,0,0,1,0,0,0	35%	'+160	-195
Pierre-Luc Dubois	WPG	-115	H	g	0.5	0.37	0.4 - 0.31	0.31 - 0.42	32%	0,0,1,0,0,0,0,0,0,0	35%	'+170	0
Pierre-Olivier Joseph	PIT	-215	H	g	0.5	0.07	0.08 - 0.04	0.11 - 0.03	6%	0,0,0,0,1,0,0,0,0,0	0%	'+600	0
Pius Suter	DET	'+230	A	g	0.5	0.18	0.22 - 0.12	0.24 - 0.11	17%	0,0,0,0,0,0,1,1,0,0	16%	'+550	0
Pontus Holmberg	TOR	-275	H	g	0.5	0.14	0.18 - 0.07	0.19 - 0.1	14%	0,0,0,0,0,0,0,1,0,0	0%	'+380	0
Quinn Hughes	VAN	'+100	H	sog	2.5	2.01	1.78 - 2.14	2.08 - 1.94	31%	1,4,4,3,1,2,4,2,4,4	31%	'+135	-165
Quinn Hughes	VAN	'+100	H	pts	1.5	1.03	1.08 - 0.96	1.05 - 1.0	30%	1,3,1,0,1,2,2,2,0,0	21%	'+165	-205
Quinn Hughes	VAN	'+100	H	ast	0.5	0.93	1.0 - 0.84	0.95 - 0.91	68%	1,1,1,0,1,2,2,2,0,0	61%	-220	'+180
Quinn Hughes	VAN	'+100	H	g	0.5	0.1	0.07 - 0.12	0.11 - 0.09	8%	0,2,0,0,0,0,0,0,0,0	11%	'+500	0
Quinton Byfield	LA	-120	A	g	0.5	0.06	0.05 - 0.04	0.04 - 0.08	6%	0,0,0,0,0,0,0,0,1,0	10%	'+250	0
Rasmus Andersson	CGY	-520	H	pts	0.5	0.67	1.0 - 0.38	0.53 - 0.81	47%	0,0,0,0,1,0,3,2,1,2	45%	-160	'+130
Rasmus Andersson	CGY	-520	H	ast	0.5	0.52	0.7 - 0.35	0.39 - 0.65	41%	0,0,0,0,0,0,2,2,1,1	42%	-120	-110
Rasmus Andersson	CGY	-520	H	g	0.5	0.15	0.3 - 0.02	0.14 - 0.16	15%	0,0,0,0,1,0,1,0,0,1	7%	'+370	0
Rasmus Kupari	LA	-120	A	g	0.5	0.05	0.07 - 0.0	0.04 - 0.06	5%	0,0,0,0,0,0,0,0,0,0	8%	'+450	0
Rasmus Ristolainen	PHI	'+185	A	g	0.5	0.04	0.09 - 0.03	0.0 - 0.09	4%	0,0,0,1,0,0,0,0,0,0	3%	'+1300	0
Rasmus Sandin	WSH	'+115	H	g	0.5	0.08	0.08 - 0.06	0.14 - 0.03	8%	0,0,0,0,0,0,0,0,0,0	10%	'+550	0
Rickard Rakell	PIT	-215	H	sog	2.5	2.95	2.78 - 2.96	2.68 - 3.21	54%	1,2,1,3,3,0,2,4,3,6	49%	-150	'+120
Rickard Rakell	PIT	-215	H	pts	0.5	0.71	0.8 - 0.6	0.71 - 0.71	55%	0,1,2,1,0,0,1,0,2,1	38%	-155	'+125
Rickard Rakell	PIT	-215	H	ast	0.5	0.38	0.46 - 0.27	0.39 - 0.37	32%	0,1,2,1,0,0,0,0,1,1	19%	'+140	-175
Rickard Rakell	PIT	-215	H	g	0.5	0.33	0.34 - 0.33	0.32 - 0.34	32%	0,0,0,0,0,0,1,0,1,0	24%	'+145	0
Robby Fabbri	DET	'+230	A	g	0.5	0.25	0.43 - 0.06	0.29 - 0.21	25%	0,0,0,0,0,0,0,0,0,0	27%	'+280	0
Robert Bortuzzo	STL	'+185	H	g	0.5	0.05	0.0 - 0.08	0.0 - 0.11	5%	0,0,0,1,0,0,0,0,0,0	1%	'+1100	0
Robert Hagg	DET	'+230	A	g	0.5	0.03	0.07 - 0.0	0.06 - 0.0	3%	0,0,0,0,0,0,0,0,0,0	2%	'+1800	0
Robert Thomas	STL	'+185	H	g	0.5	0.24	0.38 - 0.13	0.24 - 0.25	23%	1,0,0,0,0,0,0,0,0,1	23%	'+330	0
Ross Johnston	NYI	'+150	A	g	0.5	0.0	0.0 - 0.0	0.0 - 0.0	0%	0,0,0,0,0,0,0,0,0,0	7%	'+950	0
Ryan Carpenter	NYR	-135	A	g	0.5	0.05	0.13 - 0.0	0.0 - 0.08	5%	0,0,0,0,0,0,0,0,1,0	3%	'+600	0
Ryan Graves	NJ	-105	A	g	0.5	0.1	0.13 - 0.0	0.14 - 0.06	10%	1,0,0,0,0,0,0,0,0,0	9%	'+700	0
Ryan Lindgren	NYR	-135	A	g	0.5	0.02	0.02 - 0.0	0.0 - 0.03	2%	0,0,0,0,0,0,0,0,1,0	5%	'+1200	0
Ryan Poehling	PIT	-215	H	g	0.5	0.13	0.2 - 0.04	0.12 - 0.14	11%	0,0,0,1,0,0,0,0,0,0	14%	'+425	0
Ryan Pulock	NYI	'+150	A	g	0.5	0.05	0.05 - 0.05	0.05 - 0.05	5%	0,0,0,0,0,0,1,0,0,0	9%	'+750	0
Ryan Strome	ANA	'+410	A	pts	0.5	0.47	0.7 - 0.39	0.44 - 0.51	38%	0,0,0,1,0,0,1,2,1,0	57%	'+165	-205
Ryan Strome	ANA	'+410	A	ast	0.5	0.29	0.4 - 0.25	0.31 - 0.27	26%	0,0,0,0,0,0,0,1,1,0	42%	'+285	-375
Ryan Strome	ANA	'+410	A	g	0.5	0.18	0.3 - 0.14	0.13 - 0.24	18%	0,0,0,1,0,0,1,1,0,0	25%	'+400	0
Saku Maenalanen	WPG	-115	H	g	0.5	0.07	0.08 - 0.0	0.06 - 0.07	5%	0,0,0,0,0,0,0,0,0,0	0%	'+500	0
Sam Carrick	ANA	'+410	A	g	0.5	0.06	0.06 - 0.06	0.04 - 0.09	6%	0,0,0,0,0,0,0,0,0,0	15%	'+700	0
Sam Lafferty	TOR	-275	H	g	0.5	0.07	0.0 - 0.14	0.1 - 0.0	7%	0,0,0,0,0,1,0,0,0,0	0%	'+265	0
Sammy Blais	STL	'+185	H	g	0.5	0.32	0.6 - 0.06	0.42 - 0.23	28%	0,0,0,0,1,1,0,0,2,0	0%	'+400	0
Samuel Bolduc	NYI	'+150	A	g	0.5	0.08	0.13 - 0.0	0.0 - 0.14	8%	0,0,0,0,0,0,0,1,0,0	0%	'+850	0
Scott Harrington	ANA	'+410	A	g	0.5	0.13	0.68 - 0.0	0.0 - 0.2	7%	0,0,0,0,0,0,0,2,0,0	0%	'+1600	0
Scott Laughton	PHI	'+185	A	pts	0.5	0.59	1.12 - 0.24	0.56 - 0.61	46%	0,0,2,1,1,0,1,0,0,0	33%	'+140	-175
Scott Laughton	PHI	'+185	A	ast	0.5	0.33	0.62 - 0.13	0.29 - 0.36	27%	0,0,1,0,0,0,1,0,0,0	22%	'+265	-345
Scott Laughton	PHI	'+185	A	g	0.5	0.26	0.5 - 0.11	0.26 - 0.25	26%	0,0,1,1,1,0,0,0,0,0	18%	'+330	0
Scott Mayfield	NYI	'+150	A	g	0.5	0.06	0.12 - 0.03	0.0 - 0.13	5%	0,0,0,0,0,0,0,0,0,0	4%	'+850	0
Sean Durzi	LA	-120	A	g	0.5	0.14	0.07 - 0.21	0.14 - 0.13	12%	1,0,1,0,0,0,0,0,0,0	6%	'+650	0
Sean Kuraly	CBJ	'+155	H	g	0.5	0.16	0.32 - 0.07	0.1 - 0.21	14%	0,0,0,0,0,0,0,0,0,0	16%	'+340	0
Sean Walker	LA	-120	A	g	0.5	0.05	0.05 - 0.03	0.03 - 0.07	5%	0,0,0,0,0,0,0,0,0,0	0%	'+650	0
Seth Jarvis	CAR	-175	H	sog	2.5	2.28	2.29 - 2.31	2.14 - 2.42	41%	4,2,2,6,0,1,3,2,4,2	30%	'+110	-140
Seth Jarvis	CAR	-175	H	pts	0.5	0.45	0.67 - 0.13	0.43 - 0.47	36%	1,0,0,0,0,0,0,0,0,1	50%	'+115	-145
Seth Jarvis	CAR	-175	H	ast	0.5	0.28	0.39 - 0.13	0.32 - 0.24	24%	1,0,0,0,0,0,0,0,0,1	33%	'+220	-280
Seth Jarvis	CAR	-175	H	g	0.5	0.17	0.28 - 0.0	0.11 - 0.24	15%	0,0,0,0,0,0,0,0,0,0	21%	'+205	0
Shane Pinto	OTT	-180	A	g	0.5	0.26	0.34 - 0.18	0.19 - 0.33	25%	0,1,1,0,0,0,0,0,1,0	0%	'+255	0
Shayne Gostisbehere	CAR	-175	H	g	0.5	0.12	0.22 - 0.0	0.12 - 0.12	12%	0,0,0,0,0,0,0,0,0,0	0%	'+400	0
Sheldon Dries	VAN	'+100	H	g	0.5	0.18	0.16 - 0.18	0.24 - 0.13	18%	0,0,0,0,1,0,0,0,0,0	18%	'+380	0
Sidney Crosby	PIT	-215	H	sog	3.5	3.11	3.61 - 2.61	3.0 - 3.21	38%	2,9,2,4,7,5,2,0,3,1	36%	'+105	-135
Sidney Crosby	PIT	-215	H	pts	1.5	1.13	1.61 - 0.72	1.05 - 1.21	30%	1,0,0,0,1,1,0,0,2,1	40%	'+130	-160
Sidney Crosby	PIT	-215	H	ast	0.5	0.72	1.05 - 0.44	0.74 - 0.71	50%	1,0,0,0,0,0,0,0,2,1	59%	-150	'+120
Sidney Crosby	PIT	-215	H	g	0.5	0.41	0.56 - 0.28	0.32 - 0.5	37%	0,0,0,0,1,1,0,0,0,0	40%	'+120	0
Simon Benoit	ANA	'+410	A	g	0.5	0.04	0.05 - 0.04	0.06 - 0.03	4%	0,0,0,0,0,0,0,0,0,0	2%	'+1300	0
Simon Holmstrom	NYI	'+150	A	g	0.5	0.11	0.17 - 0.04	0.05 - 0.16	11%	0,0,0,0,1,0,0,0,0,0	0%	'+600	0
Sonny Milano	WSH	'+115	H	g	0.5	0.19	0.26 - 0.13	0.1 - 0.28	17%	0,1,0,0,0,0,0,0,0,1	20%	'+360	0
Stefan Noesen	CAR	-175	H	g	0.5	0.17	0.21 - 0.09	0.11 - 0.22	17%	0,0,0,0,1,0,1,0,0,0	0%	'+340	0
Tanner Laczynski	PHI	'+185	A	g	0.5	0.07	0.14 - 0.04	0.0 - 0.13	7%	0,0,0,0,0,0,0,0,1,0	0%	'+600	0
Teuvo Teravainen	CAR	-175	H	g	0.5	0.19	0.26 - 0.04	0.04 - 0.31	16%	0,0,1,0,1,0,0,0,0,0	26%	'+275	0
Tim Berni	CBJ	'+155	H	g	0.5	0.02	0.0 - 0.02	0.03 - 0.0	2%	0,0,0,0,0,0,0,0,0,0	0%	'+1000	0
Tim Stutzle	OTT	-180	A	sog	3.5	2.88	2.88 - 2.76	2.76 - 2.97	32%	3,3,2,1,1,4,3,3,3,4	30%	'+125	-155
Tim Stutzle	OTT	-180	A	pts	1.5	1.17	1.51 - 0.81	0.88 - 1.42	39%	0,2,1,2,1,0,0,2,3,2	16%	'+145	-180
Tim Stutzle	OTT	-180	A	ast	0.5	0.65	0.78 - 0.5	0.5 - 0.79	44%	0,1,0,2,1,0,0,1,3,0	39%	-145	'+115
Tim Stutzle	OTT	-180	A	g	0.5	0.51	0.73 - 0.31	0.38 - 0.63	40%	0,1,1,0,0,0,0,1,0,2	24%	'+105	0
Timo Meier	NJ	-105	A	sog	3.5	4.32	4.2 - 4.18	3.92 - 4.79	64%	5,2,3,5,3,6,4,5,4,1	62%	-135	'+105
Timo Meier	NJ	-105	A	pts	0.5	0.85	0.92 - 0.76	0.82 - 0.88	58%	2,1,0,0,0,1,1,0,2,1	62%	-155	'+125
Timo Meier	NJ	-105	A	ast	0.5	0.33	0.41 - 0.28	0.31 - 0.36	32%	1,0,0,0,0,0,1,0,0,1	41%	'+200	-250
Timo Meier	NJ	-105	A	g	0.5	0.51	0.51 - 0.48	0.51 - 0.52	42%	1,1,0,0,0,1,0,0,2,0	35%	'+120	0
Timothy Liljegren	TOR	-275	H	g	0.5	0.08	0.07 - 0.08	0.07 - 0.09	7%	0,0,0,0,0,0,0,0,0,0	8%	'+550	0
Tj Brodie	TOR	-275	H	g	0.5	0.04	0.07 - 0.0	0.04 - 0.04	4%	0,0,0,0,0,0,0,0,0,0	5%	'+600	0
Tj Oshie	WSH	'+115	H	g	0.5	0.33	0.44 - 0.22	0.35 - 0.3	29%	0,0,0,0,1,0,0,1,0,1	26%	'+225	0
Tom Wilson	WSH	'+115	H	sog	2.5	2.22	2.61 - 1.98	2.27 - 2.17	41%	4,2,3,5,2,3,4,1,1,0	26%	'+120	-150
Tom Wilson	WSH	'+115	H	pts	0.5	0.59	1.04 - 0.36	0.67 - 0.5	41%	0,0,1,0,2,2,0,1,0,0	51%	-105	-125
Tom Wilson	WSH	'+115	H	ast	0.5	0.26	0.36 - 0.19	0.27 - 0.25	19%	0,0,0,0,2,2,0,0,0,0	32%	'+225	-285
Tom Wilson	WSH	'+115	H	g	0.5	0.33	0.68 - 0.16	0.4 - 0.25	30%	0,0,1,0,0,0,0,1,0,0	29%	'+225	0
Tomas Nosek	BOS	-215	A	g	0.5	0.1	0.12 - 0.0	0.07 - 0.12	10%	0,0,0,0,0,0,0,0,0,1	4%	'+380	0
Tomas Tatar	NJ	-105	A	g	0.5	0.22	0.21 - 0.21	0.21 - 0.24	21%	0,0,0,1,0,0,0,0,1,0	18%	'+350	0
Tony Deangelo	PHI	'+185	A	sog	2.5	2.39	2.6 - 2.29	2.37 - 2.41	43%	4,1,0,3,2,2,2,2,2,2	51%	'+135	-165
Tony Deangelo	PHI	'+185	A	pts	0.5	0.61	0.91 - 0.43	0.67 - 0.57	46%	0,2,0,2,1,0,2,0,0,0	56%	'+130	-160
Tony Deangelo	PHI	'+185	A	ast	0.5	0.45	0.66 - 0.31	0.4 - 0.49	37%	0,1,0,2,1,0,2,0,0,0	48%	'+180	-220
Tony Deangelo	PHI	'+185	A	g	0.5	0.16	0.25 - 0.12	0.27 - 0.08	16%	0,1,0,0,0,0,0,0,0,0	14%	'+425	0
Torey Krug	STL	'+185	H	g	0.5	0.11	0.18 - 0.03	0.03 - 0.21	11%	0,0,0,0,0,0,0,0,0,0	15%	'+700	0
Travis Dermott	VAN	'+100	H	g	0.5	0.09	0.0 - 0.1	0.17 - 0.0	9%	0,0,0,0,0,1,0,0,0,0	3%	'+1200	0
Travis Hamonic	OTT	-180	A	g	0.5	0.08	0.06 - 0.1	0.05 - 0.11	7%	0,0,0,0,0,0,0,1,0,0	9%	'+1000	0
Travis Sanheim	PHI	'+185	A	g	0.5	0.1	0.16 - 0.07	0.06 - 0.13	8%	0,0,0,0,2,0,0,1,0,0	9%	'+800	0
Trent Frederic	BOS	-215	A	g	0.5	0.22	0.24 - 0.06	0.28 - 0.16	18%	0,0,0,0,0,0,0,0,1,1	11%	'+380	0
Trevor Lewis	CGY	-520	H	g	0.5	0.11	0.14 - 0.08	0.1 - 0.11	11%	0,0,0,0,0,0,0,0,0,1	8%	'+370	0
Trevor Moore	LA	-120	A	sog	2.5	2.77	2.79 - 2.78	3.23 - 2.33	55%	2,1,3,3,3,2,3,1,4,0	47%	'+110	-140
Trevor Moore	LA	-120	A	pts	0.5	0.49	0.63 - 0.3	0.5 - 0.48	36%	0,0,0,2,1,0,0,1,1,0	36%	'+110	-140
Trevor Moore	LA	-120	A	ast	0.5	0.32	0.41 - 0.22	0.35 - 0.3	28%	0,0,0,1,1,0,0,1,0,0	27%	'+235	-300
Trevor Moore	LA	-120	A	g	0.5	0.17	0.22 - 0.08	0.15 - 0.19	13%	0,0,0,1,0,0,0,0,1,0	19%	'+300	0
Trevor Van Riemsdyk	WSH	'+115	H	g	0.5	0.11	0.17 - 0.05	0.12 - 0.09	9%	0,0,0,0,0,0,0,0,0,1	1%	'+850	0
Trevor Zegras	ANA	'+410	A	g	0.5	0.29	0.29 - 0.28	0.26 - 0.32	27%	0,0,0,0,0,0,1,0,0,0	24%	'+270	0
Trey Fix-Wolansky	CBJ	'+155	H	g	0.5	0.0	0.0 - 0.0	0.0 - 0.0	0%	0,0,0,0,0,0,0	17%	'+340	0
Troy Stecher	CGY	-520	H	g	0.5	0.14	0.24 - 0.0	0.29 - 0.0	14%	1,0,0,0,1,0,0,0,0,0	0%	'+600	0
Troy Terry	ANA	'+410	A	g	0.5	0.32	0.41 - 0.27	0.3 - 0.33	30%	1,0,0,0,1,0,1,0,1,0	42%	'+250	0
Ty Smith	PIT	-215	H	g	0.5	0.11	0.0 - 0.14	0.2 - 0.0	11%	0,0,0,0,0,0,1,0,0	8%	'+550	0
Tyler Bertuzzi	BOS	-215	A	sog	2.5	2.18	2.23 - 1.96	2.26 - 2.1	39%	2,2,3,3,0,3,6,1,3,4	37%	'+130	-160
Tyler Bertuzzi	BOS	-215	A	pts	0.5	0.5	0.65 - 0.3	0.61 - 0.38	41%	1,1,0,0,0,2,0,1,0,1	55%	-105	-125
Tyler Bertuzzi	BOS	-215	A	ast	0.5	0.36	0.51 - 0.16	0.48 - 0.24	32%	1,0,0,0,0,1,0,1,0,1	35%	'+200	-250
Tyler Bertuzzi	BOS	-215	A	g	0.5	0.14	0.14 - 0.13	0.13 - 0.14	14%	0,1,0,0,0,1,0,0,0,0	32%	'+270	0
Tyler Motte	NYR	-135	A	g	0.5	0.17	0.15 - 0.12	0.0 - 0.33	17%	0,0,0,0,0,1,1,0,1,0	0%	'+450	0
Tyler Myers	VAN	'+100	H	g	0.5	0.01	0.0 - 0.03	0.03 - 0.0	1%	0,0,0,0,0,0,0,0,0,0	1%	'+1200	0
Tyler Pitlick	STL	'+185	H	g	0.5	0.09	0.06 - 0.08	0.11 - 0.07	9%	0,0,0,0,0,0,0,1,0,0	3%	'+700	0
Tyler Toffoli	CGY	-520	H	sog	3.5	3.2	3.07 - 3.1	3.1 - 3.3	41%	6,1,2,5,5,2,4,4,2,2	26%	'+100	-130
