"pass_int","D. Carr","QB","LV","JAX","2022-11-06T18:00:00Z","0.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"pass_td","D. Carr","QB","LV","JAX","2022-11-06T18:00:00Z","1.5","over","-104","undefined","null","null","under","-129","undefined","null","null"
"pass_yd","D. Carr","QB","LV","JAX","2022-11-06T18:00:00Z","249.5","over","-118","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","D. Carr","QB","LV","JAX","2022-11-06T18:00:00Z","5.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_yd","H. Renfrow","WR","LV","JAX","2022-11-06T18:00:00Z","35.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","J. Jacobs","RB","LV","JAX","2022-11-06T18:00:00Z","3.5","over","129","undefined","null","null","under","-177","undefined","null","null"
"recv_yd","J. Jacobs","RB","LV","JAX","2022-11-06T18:00:00Z","20.5","over","-113","undefined","null","null","under","-116","undefined","null","null"
"rush_att","J. Jacobs","RB","LV","JAX","2022-11-06T18:00:00Z","18","over","-147","undefined","null","null","under","108","undefined","null","null"
"rush_recv_yd","J. Jacobs","RB","LV","JAX","2022-11-06T18:00:00Z","103.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
"rush_yd","J. Jacobs","RB","LV","JAX","2022-11-06T18:00:00Z","77.5","over","-117","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","M. Hollins","WR","LV","JAX","2022-11-06T18:00:00Z","3.5","over","117","undefined","null","null","under","-160","undefined","null","null"
"recv_yd","M. Hollins","WR","LV","JAX","2022-11-06T18:00:00Z","40.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","A. Thielen","WR","MIN","WAS","2022-11-06T18:00:00Z","4.5","over","116","undefined","null","null","under","-155","undefined","null","null"
"recv_yd","A. Thielen","WR","MIN","WAS","2022-11-06T18:00:00Z","49.5","over","-114","undefined","null","null","under","-116","undefined","null","null"
"rush_recv_yd","A. Mattison","RB","MIN","WAS","2022-11-06T18:00:00Z","23.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","A. Mattison","RB","MIN","WAS","2022-11-06T18:00:00Z","16.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
"recv_rec","D. Cook","RB","MIN","WAS","2022-11-06T18:00:00Z","2.5","over","119","undefined","null","null","under","-159","undefined","null","null"
"recv_yd","D. Cook","RB","MIN","WAS","2022-11-06T18:00:00Z","13.5","over","-114","undefined","null","null","under","-116","undefined","null","null"
"rush_att","D. Cook","RB","MIN","WAS","2022-11-06T18:00:00Z","16.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"rush_recv_yd","D. Cook","RB","MIN","WAS","2022-11-06T18:00:00Z","92.5","over","-117","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","D. Cook","RB","MIN","WAS","2022-11-06T18:00:00Z","74.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","J. Jefferson","WR","MIN","WAS","2022-11-06T18:00:00Z","6.5","over","-103","undefined","null","null","under","-128","undefined","null","null"
"recv_yd","J. Jefferson","WR","MIN","WAS","2022-11-06T18:00:00Z","87.5","over","-119","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","K. Osborn","WR","MIN","WAS","2022-11-06T18:00:00Z","2.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"recv_yd","K. Osborn","WR","MIN","WAS","2022-11-06T18:00:00Z","25.5","over","-112","undefined","null","null","under","-117","undefined","null","null"
"pass_att","K. Cousins","QB","MIN","WAS","2022-11-06T18:00:00Z","34.5","over","-106","undefined","null","null","under","-126","undefined","null","null"
"pass_comp","K. Cousins","QB","MIN","WAS","2022-11-06T18:00:00Z","21.5","over","-139","undefined","null","null","under","103","undefined","null","null"
"pass_int","K. Cousins","QB","MIN","WAS","2022-11-06T18:00:00Z","0.5","over","135","undefined","null","null","under","-187","undefined","null","null"
"pass_td","K. Cousins","QB","MIN","WAS","2022-11-06T18:00:00Z","1.5","over","-126","undefined","null","null","under","-106","undefined","null","null"
"pass_yd","K. Cousins","QB","MIN","WAS","2022-11-06T18:00:00Z","258.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","K. Cousins","QB","MIN","WAS","2022-11-06T18:00:00Z","4.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","T. Hockenson","TE","MIN","WAS","2022-11-06T18:00:00Z","3.5","over","117","undefined","null","null","under","-156","undefined","null","null"
"recv_yd","T. Hockenson","TE","MIN","WAS","2022-11-06T18:00:00Z","35.5","over","-106","undefined","null","null","under","-126","undefined","null","null"
"recv_rec","A. Gibson","RB","WAS","MIN","2022-11-06T18:00:00Z","3.5","over","109","undefined","null","null","under","-148","undefined","null","null"
"recv_yd","A. Gibson","RB","WAS","MIN","2022-11-06T18:00:00Z","24.5","over","-127","undefined","null","null","under","-106","undefined","null","null"
"rush_recv_yd","A. Gibson","RB","WAS","MIN","2022-11-06T18:00:00Z","63.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","A. Gibson","RB","WAS","MIN","2022-11-06T18:00:00Z","35.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"rush_att","B. Robinson Jr.","RB","WAS","MIN","2022-11-06T18:00:00Z","11.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"rush_recv_yd","B. Robinson Jr.","RB","WAS","MIN","2022-11-06T18:00:00Z","51.5","over","-116","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","B. Robinson Jr.","RB","WAS","MIN","2022-11-06T18:00:00Z","43.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","C. Sims","WR","WAS","MIN","2022-11-06T18:00:00Z","13.5","over","-118","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","C. Samuel","WR","WAS","MIN","2022-11-06T18:00:00Z","4.5","over","-118","undefined","null","null","under","-113","undefined","null","null"
"recv_yd","C. Samuel","WR","WAS","MIN","2022-11-06T18:00:00Z","49.5","over","-109","undefined","null","null","under","-124","undefined","null","null"
"recv_yd","L. Thomas","TE","WAS","MIN","2022-11-06T18:00:00Z","22.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"pass_att","T. Heinicke","QB","WAS","MIN","2022-11-06T18:00:00Z","31.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"pass_comp","T. Heinicke","QB","WAS","MIN","2022-11-06T18:00:00Z","20.5","over","-112","undefined","null","null","under","-119","undefined","null","null"
"pass_int","T. Heinicke","QB","WAS","MIN","2022-11-06T18:00:00Z","0.5","over","-149","undefined","null","null","under","108","undefined","null","null"
"pass_td","T. Heinicke","QB","WAS","MIN","2022-11-06T18:00:00Z","1.5","over","114","undefined","null","null","under","-151","undefined","null","null"
"pass_yd","T. Heinicke","QB","WAS","MIN","2022-11-06T18:00:00Z","234.5","over","-110","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","T. Heinicke","QB","WAS","MIN","2022-11-06T18:00:00Z","13.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","T. McLaurin","WR","WAS","MIN","2022-11-06T18:00:00Z","4.5","over","-147","undefined","null","null","under","111","undefined","null","null"
"recv_yd","T. McLaurin","WR","WAS","MIN","2022-11-06T18:00:00Z","66.5","over","-132","undefined","null","null","under","-103","undefined","null","null"
"recv_rec","D. Knox","TE","BUF","NYJ","2022-11-06T18:00:00Z","3.5","over","131","undefined","null","null","under","-177","undefined","null","null"
"recv_yd","D. Knox","TE","BUF","NYJ","2022-11-06T18:00:00Z","30.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","D. Singletary","RB","BUF","NYJ","2022-11-06T18:00:00Z","2.5","over","114","undefined","null","null","under","-155","undefined","null","null"
"recv_yd","D. Singletary","RB","BUF","NYJ","2022-11-06T18:00:00Z","14.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_recv_yd","D. Singletary","RB","BUF","NYJ","2022-11-06T18:00:00Z","67.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","D. Singletary","RB","BUF","NYJ","2022-11-06T18:00:00Z","49.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","G. Davis","WR","BUF","NYJ","2022-11-06T18:00:00Z","3.5","over","-149","undefined","null","null","under","112","undefined","null","null"
"recv_yd","G. Davis","WR","BUF","NYJ","2022-11-06T18:00:00Z","54.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","I. McKenzie","WR","BUF","NYJ","2022-11-06T18:00:00Z","2.5","over","-144","undefined","null","null","under","108","undefined","null","null"
"recv_yd","I. McKenzie","WR","BUF","NYJ","2022-11-06T18:00:00Z","26.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"pass_att","J. Allen","QB","BUF","NYJ","2022-11-06T18:00:00Z","36.5","over","-102","undefined","null","null","under","-131","undefined","null","null"
"pass_comp","J. Allen","QB","BUF","NYJ","2022-11-06T18:00:00Z","24.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_int","J. Allen","QB","BUF","NYJ","2022-11-06T18:00:00Z","0.5","over","-102","undefined","null","null","under","-133","undefined","null","null"
"pass_td","J. Allen","QB","BUF","NYJ","2022-11-06T18:00:00Z","2.5","over","149","undefined","null","null","under","-200","undefined","null","null"
"pass_yd","J. Allen","QB","BUF","NYJ","2022-11-06T18:00:00Z","279.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"rush_att","J. Allen","QB","BUF","NYJ","2022-11-06T18:00:00Z","6.5","over","-157","undefined","null","null","under","116","undefined","null","null"
"rush_yd","J. Allen","QB","BUF","NYJ","2022-11-06T18:00:00Z","41.5","over","-122","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","S. Diggs","WR","BUF","NYJ","2022-11-06T18:00:00Z","6.5","over","-110","undefined","null","null","under","-121","undefined","null","null"
"recv_yd","S. Diggs","WR","BUF","NYJ","2022-11-06T18:00:00Z","81.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","G. Wilson","WR","NYJ","BUF","2022-11-06T18:00:00Z","4.5","over","121","undefined","null","null","under","-163","undefined","null","null"
"recv_yd","G. Wilson","WR","NYJ","BUF","2022-11-06T18:00:00Z","47.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"rush_yd","M. Carter","RB","NYJ","BUF","2022-11-06T18:00:00Z","30.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","T. Conklin","TE","NYJ","BUF","2022-11-06T18:00:00Z","3.5","over","119","undefined","null","null","under","-157","undefined","null","null"
"recv_yd","T. Conklin","TE","NYJ","BUF","2022-11-06T18:00:00Z","27.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_att","Z. Wilson","QB","NYJ","BUF","2022-11-06T18:00:00Z","32.5","over","-135","undefined","null","null","under","102","undefined","null","null"
"pass_comp","Z. Wilson","QB","NYJ","BUF","2022-11-06T18:00:00Z","19.5","over","-124","undefined","null","null","under","-108","undefined","null","null"
"pass_int","Z. Wilson","QB","NYJ","BUF","2022-11-06T18:00:00Z","0.5","over","-213","undefined","null","null","under","152","undefined","null","null"
"pass_td","Z. Wilson","QB","NYJ","BUF","2022-11-06T18:00:00Z","0.5","over","-250","undefined","null","null","under","183","undefined","null","null"
"pass_yd","Z. Wilson","QB","NYJ","BUF","2022-11-06T18:00:00Z","209.5","over","-101","undefined","null","null","under","-133","undefined","null","null"
"rush_yd","Z. Wilson","QB","NYJ","BUF","2022-11-06T18:00:00Z","10.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"recv_rec","D. Hopkins","WR","ARZ","SEA","2022-11-06T21:05:00Z","6.5","over","-152","undefined","null","null","under","114","undefined","null","null"
"recv_yd","D. Hopkins","WR","ARZ","SEA","2022-11-06T21:05:00Z","82.5","over","-128","undefined","null","null","under","-106","undefined","null","null"
"pass_att","K. Murray","QB","ARZ","SEA","2022-11-06T21:05:00Z","36.5","over","-119","undefined","null","null","under","-112","undefined","null","null"
"pass_comp","K. Murray","QB","ARZ","SEA","2022-11-06T21:05:00Z","25.5","over","-113","undefined","null","null","under","-118","undefined","null","null"
"pass_int","K. Murray","QB","ARZ","SEA","2022-11-06T21:05:00Z","0.5","over","-128","undefined","null","null","under","-107","undefined","null","null"
"pass_td","K. Murray","QB","ARZ","SEA","2022-11-06T21:05:00Z","1.5","over","-115","undefined","null","null","under","-116","undefined","null","null"
"pass_yd","K. Murray","QB","ARZ","SEA","2022-11-06T21:05:00Z","260.5","over","-123","undefined","null","null","under","-110","undefined","null","null"
"rush_yd","K. Murray","QB","ARZ","SEA","2022-11-06T21:05:00Z","34.5","over","-114","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","R. Moore","WR","ARZ","SEA","2022-11-06T21:05:00Z","4.5","over","-131","undefined","null","null","under","-103","undefined","null","null"
"recv_yd","R. Moore","WR","ARZ","SEA","2022-11-06T21:05:00Z","42.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","Z. Ertz","TE","ARZ","SEA","2022-11-06T21:05:00Z","4.5","over","101","undefined","null","null","under","-136","undefined","null","null"
"recv_yd","Z. Ertz","TE","ARZ","SEA","2022-11-06T21:05:00Z","38.5","over","-125","undefined","null","null","under","-108","undefined","null","null"
"recv_rec","D. Metcalf","WR","SEA","ARZ","2022-11-06T21:05:00Z","5.5","over","113","undefined","null","null","under","-151","undefined","null","null"
"recv_yd","D. Metcalf","WR","SEA","ARZ","2022-11-06T21:05:00Z","66.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_att","G. Smith","QB","SEA","ARZ","2022-11-06T21:05:00Z","33.5","over","-106","undefined","null","null","under","-125","undefined","null","null"
"pass_comp","G. Smith","QB","SEA","ARZ","2022-11-06T21:05:00Z","22.5","over","-122","undefined","null","null","under","-110","undefined","null","null"
"pass_int","G. Smith","QB","SEA","ARZ","2022-11-06T21:05:00Z","0.5","over","-101","undefined","null","null","under","-135","undefined","null","null"
"pass_td","G. Smith","QB","SEA","ARZ","2022-11-06T21:05:00Z","1.5","over","-128","undefined","null","null","under","-105","undefined","null","null"
"pass_yd","G. Smith","QB","SEA","ARZ","2022-11-06T21:05:00Z","250.5","over","-115","undefined","null","null","under","-110","undefined","null","null"
"rush_yd","G. Smith","QB","SEA","ARZ","2022-11-06T21:05:00Z","18.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"recv_yd","K. Walker III","RB","SEA","ARZ","2022-11-06T21:05:00Z","11.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"rush_recv_yd","K. Walker III","RB","SEA","ARZ","2022-11-06T21:05:00Z","89.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","K. Walker III","RB","SEA","ARZ","2022-11-06T21:05:00Z","73.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","N. Fant","TE","SEA","ARZ","2022-11-06T21:05:00Z","2.5","over","-168","undefined","null","null","under","125","undefined","null","null"
"recv_yd","N. Fant","TE","SEA","ARZ","2022-11-06T21:05:00Z","27.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","T. Lockett","WR","SEA","ARZ","2022-11-06T21:05:00Z","5.5","over","104","undefined","null","null","under","-139","undefined","null","null"
"recv_yd","T. Lockett","WR","SEA","ARZ","2022-11-06T21:05:00Z","64.5","over","-115","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","W. Dissly","TE","SEA","ARZ","2022-11-06T21:05:00Z","2.5","over","125","undefined","null","null","under","-167","undefined","null","null"
"recv_yd","W. Dissly","TE","SEA","ARZ","2022-11-06T21:05:00Z","19.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","A. Robinson II","WR","LA","TB","2022-11-06T21:25:00Z","3.5","over","-127","undefined","null","null","under","-106","undefined","null","null"
"recv_yd","A. Robinson II","WR","LA","TB","2022-11-06T21:25:00Z","43.5","over","-103","undefined","null","null","under","-135","undefined","null","null"
"recv_rec","C. Kupp","WR","LA","TB","2022-11-06T21:25:00Z","7.5","over","-140","undefined","null","null","under","106","undefined","null","null"
"recv_yd","C. Kupp","WR","LA","TB","2022-11-06T21:25:00Z","83.5","over","-133","undefined","null","null","under","-102","undefined","null","null"
"pass_att","M. Stafford","QB","LA","TB","2022-11-06T21:25:00Z","35.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
"pass_comp","M. Stafford","QB","LA","TB","2022-11-06T21:25:00Z","24.5","over","-110","undefined","null","null","under","-123","undefined","null","null"
"pass_int","M. Stafford","QB","LA","TB","2022-11-06T21:25:00Z","0.5","over","-121","undefined","null","null","under","-113","undefined","null","null"
"pass_td","M. Stafford","QB","LA","TB","2022-11-06T21:25:00Z","1.5","over","-114","undefined","null","null","under","-117","undefined","null","null"
"pass_yd","M. Stafford","QB","LA","TB","2022-11-06T21:25:00Z","249.5","over","-107","undefined","null","null","under","-125","undefined","null","null"
"rush_yd","M. Stafford","QB","LA","TB","2022-11-06T21:25:00Z","1.5","over","-106","undefined","null","null","under","-129","undefined","null","null"
"recv_rec","T. Higbee","TE","LA","TB","2022-11-06T21:25:00Z","4.5","over","-107","undefined","null","null","under","-127","undefined","null","null"
"recv_yd","T. Higbee","TE","LA","TB","2022-11-06T21:25:00Z","40.5","over","-105","undefined","null","null","under","-128","undefined","null","null"
"recv_rec","C. Otton","TE","TB","LA","2022-11-06T21:25:00Z","3.5","over","118","undefined","null","null","under","-158","undefined","null","null"
"recv_yd","C. Otton","TE","TB","LA","2022-11-06T21:25:00Z","29.5","over","-107","undefined","null","null","under","-128","undefined","null","null"
"recv_rec","C. Godwin","WR","TB","LA","2022-11-06T21:25:00Z","6.5","over","-112","undefined","null","null","under","-118","undefined","null","null"
"recv_yd","C. Godwin","WR","TB","LA","2022-11-06T21:25:00Z","65.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","J. Jones","WR","TB","LA","2022-11-06T21:25:00Z","2.5","over","-112","undefined","null","null","under","-118","undefined","null","null"
"recv_yd","J. Jones","WR","TB","LA","2022-11-06T21:25:00Z","27.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"recv_rec","L. Fournette","RB","TB","LA","2022-11-06T21:25:00Z","3.5","over","-141","undefined","null","null","under","108","undefined","null","null"
"recv_yd","L. Fournette","RB","TB","LA","2022-11-06T21:25:00Z","26.5","over","-113","undefined","null","null","under","-117","undefined","null","null"
"rush_att","L. Fournette","RB","TB","LA","2022-11-06T21:25:00Z","12.5","over","-152","undefined","null","null","under","111","undefined","null","null"
"rush_recv_yd","L. Fournette","RB","TB","LA","2022-11-06T21:25:00Z","77.5","over","-127","undefined","null","null","under","-106","undefined","null","null"
"rush_yd","L. Fournette","RB","TB","LA","2022-11-06T21:25:00Z","47.5","over","-123","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","M. Evans","WR","TB","LA","2022-11-06T21:25:00Z","5.5","over","123","undefined","null","null","under","-165","undefined","null","null"
"recv_yd","M. Evans","WR","TB","LA","2022-11-06T21:25:00Z","65.5","over","-116","undefined","null","null","under","-117","undefined","null","null"
"recv_yd","R. White","RB","TB","LA","2022-11-06T21:25:00Z","17.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"rush_att","R. White","RB","TB","LA","2022-11-06T21:25:00Z","5.5","over","-114","undefined","null","null","under","-114","undefined","null","null"
"rush_recv_yd","R. White","RB","TB","LA","2022-11-06T21:25:00Z","39.5","over","-124","undefined","null","null","under","-109","undefined","null","null"
"rush_yd","R. White","RB","TB","LA","2022-11-06T21:25:00Z","18.5","over","-127","undefined","null","null","under","-107","undefined","null","null"
"recv_yd","S. Miller","WR","TB","LA","2022-11-06T21:25:00Z","8.5","over","-112","undefined","null","null","under","-115","undefined","null","null"
"pass_att","T. Brady","QB","TB","LA","2022-11-06T21:25:00Z","38.5","over","-124","undefined","null","null","under","-108","undefined","null","null"
"pass_comp","T. Brady","QB","TB","LA","2022-11-06T21:25:00Z","25.5","over","-114","undefined","null","null","under","-117","undefined","null","null"
"pass_int","T. Brady","QB","TB","LA","2022-11-06T21:25:00Z","0.5","over","104","undefined","null","null","under","-140","undefined","null","null"
"pass_td","T. Brady","QB","TB","LA","2022-11-06T21:25:00Z","1.5","over","-141","undefined","null","null","under","106","undefined","null","null"
"pass_yd","T. Brady","QB","TB","LA","2022-11-06T21:25:00Z","270.5","over","-112","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","T. Brady","QB","TB","LA","2022-11-06T21:25:00Z","0.5","over","103","undefined","null","null","under","-140","undefined","null","null"
"recv_yd","C. Edwards-Helaire","RB","KC","TEN","2022-11-07T01:20:00Z","5.5","over","-120","undefined","null","null","under","-110","undefined","null","null"
"rush_recv_yd","C. Edwards-Helaire","RB","KC","TEN","2022-11-07T01:20:00Z","35.5","over","-117","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","C. Edwards-Helaire","RB","KC","TEN","2022-11-07T01:20:00Z","25.5","over","-118","undefined","null","null","under","-113","undefined","null","null"
"rush_att","I. Pacheco","RB","KC","TEN","2022-11-07T01:20:00Z","8.5","over","-101","undefined","null","null","under","-134","undefined","null","null"
"rush_yd","I. Pacheco","RB","KC","TEN","2022-11-07T01:20:00Z","34.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"recv_rec","J. McKinnon","RB","KC","TEN","2022-11-07T01:20:00Z","2.5","over","136","undefined","null","null","under","-187","undefined","null","null"
"recv_yd","J. McKinnon","RB","KC","TEN","2022-11-07T01:20:00Z","13.5","over","-117","undefined","null","null","under","-113","undefined","null","null"
"rush_recv_yd","J. McKinnon","RB","KC","TEN","2022-11-07T01:20:00Z","25.5","over","-119","undefined","null","null","under","-112","undefined","null","null"
"rush_yd","J. McKinnon","RB","KC","TEN","2022-11-07T01:20:00Z","8.5","over","-118","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","J. Smith-Schuster","WR","KC","TEN","2022-11-07T01:20:00Z","4.5","over","-144","undefined","null","null","under","109","undefined","null","null"
"recv_yd","J. Smith-Schuster","WR","KC","TEN","2022-11-07T01:20:00Z","55.5","over","-106","undefined","null","null","under","-126","undefined","null","null"
"recv_rec","M. Valdes-Scantling","WR","KC","TEN","2022-11-07T01:20:00Z","3.5","over","129","undefined","null","null","under","-177","undefined","null","null"
"recv_yd","M. Valdes-Scantling","WR","KC","TEN","2022-11-07T01:20:00Z","39.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","M. Hardman","WR","KC","TEN","2022-11-07T01:20:00Z","2.5","over","-150","undefined","null","null","under","110","undefined","null","null"
"recv_yd","M. Hardman","WR","KC","TEN","2022-11-07T01:20:00Z","27.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_att","P. Mahomes","QB","KC","TEN","2022-11-07T01:20:00Z","36.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"pass_comp","P. Mahomes","QB","KC","TEN","2022-11-07T01:20:00Z","24.5","over","-131","undefined","null","null","under","-105","undefined","null","null"
"pass_int","P. Mahomes","QB","KC","TEN","2022-11-07T01:20:00Z","0.5","over","109","undefined","null","null","under","-148","undefined","null","null"
"pass_td","P. Mahomes","QB","KC","TEN","2022-11-07T01:20:00Z","2.5","over","127","undefined","null","null","under","-170","undefined","null","null"
"pass_yd","P. Mahomes","QB","KC","TEN","2022-11-07T01:20:00Z","280.5","over","-117","undefined","null","null","under","-112","undefined","null","null"
"rush_yd","P. Mahomes","QB","KC","TEN","2022-11-07T01:20:00Z","19.5","over","-119","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","T. Kelce","TE","KC","TEN","2022-11-07T01:20:00Z","6.5","over","101","undefined","null","null","under","-135","undefined","null","null"
"recv_yd","T. Kelce","TE","KC","TEN","2022-11-07T01:20:00Z","71.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","D. Henry","RB","TEN","KC","2022-11-07T01:20:00Z","87.5","over","-126","undefined","null","null","under","-107","undefined","null","null"
"recv_yd","N. Westbrook-Ikhine","WR","TEN","KC","2022-11-07T01:20:00Z","26.5","over","100","undefined","null","null","under","-134","undefined","null","null"
"recv_yd","R. Woods","WR","TEN","KC","2022-11-07T01:20:00Z","38.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_rec","D. Duvernay","WR","BLT","NO","2022-11-08T01:15:00Z","3.5","over","-139","undefined","null","null","under","103","undefined","null","null"
"recv_yd","D. Duvernay","WR","BLT","NO","2022-11-08T01:15:00Z","41.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","I. Likely","TE","BLT","NO","2022-11-08T01:15:00Z","4.5","over","127","undefined","null","null","under","-171","undefined","null","null"
"recv_yd","I. Likely","TE","BLT","NO","2022-11-08T01:15:00Z","42.5","over","-143","undefined","null","null","under","107","undefined","null","null"
"recv_yd","J. Oliver","TE","BLT","NO","2022-11-08T01:15:00Z","7.5","over","-119","undefined","null","null","under","-109","undefined","null","null"
"rush_yd","J. Hill","RB","BLT","NO","2022-11-08T01:15:00Z","25.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","K. Drake","RB","BLT","NO","2022-11-08T01:15:00Z","2.5","over","138","undefined","null","null","under","-190","undefined","null","null"
"recv_yd","K. Drake","RB","BLT","NO","2022-11-08T01:15:00Z","12.5","over","-111","undefined","null","null","under","-119","undefined","null","null"
"rush_att","K. Drake","RB","BLT","NO","2022-11-08T01:15:00Z","11.5","over","-103","undefined","null","null","under","-130","undefined","null","null"
"rush_recv_yd","K. Drake","RB","BLT","NO","2022-11-08T01:15:00Z","60.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
"rush_yd","K. Drake","RB","BLT","NO","2022-11-08T01:15:00Z","44.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"pass_att","L. Jackson","QB","BLT","NO","2022-11-08T01:15:00Z","29.5","over","-111","undefined","null","null","under","-120","undefined","null","null"
"pass_comp","L. Jackson","QB","BLT","NO","2022-11-08T01:15:00Z","19.5","over","-101","undefined","null","null","under","-135","undefined","null","null"
"pass_int","L. Jackson","QB","BLT","NO","2022-11-08T01:15:00Z","0.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_td","L. Jackson","QB","BLT","NO","2022-11-08T01:15:00Z","1.5","over","105","undefined","null","null","under","-141","undefined","null","null"
"pass_yd","L. Jackson","QB","BLT","NO","2022-11-08T01:15:00Z","214.5","over","-118","-0.054058151880734095","null","null","under","-116","-0.024233622927777643","null","null"
"rush_att","L. Jackson","QB","BLT","NO","2022-11-08T01:15:00Z","9.5","over","-148","undefined","null","null","under","111","undefined","null","null"
"rush_yd","L. Jackson","QB","BLT","NO","2022-11-08T01:15:00Z","60.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"recv_rec","A. Kamara","RB","NO","BLT","2022-11-08T01:15:00Z","4.5","over","-173","undefined","null","null","under","130","undefined","null","null"
"recv_yd","A. Kamara","RB","NO","BLT","2022-11-08T01:15:00Z","40.5","over","-121","undefined","null","null","under","-112","undefined","null","null"
"rush_att","A. Kamara","RB","NO","BLT","2022-11-08T01:15:00Z","15.5","over","-112","undefined","null","null","under","-121","undefined","null","null"
"rush_recv_yd","A. Kamara","RB","NO","BLT","2022-11-08T01:15:00Z","109.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","A. Kamara","RB","NO","BLT","2022-11-08T01:15:00Z","64.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"pass_att","A. Dalton","QB","NO","BLT","2022-11-08T01:15:00Z","31.5","over","-116","undefined","null","null","under","-118","undefined","null","null"
