EV	PN EV	EV Book	Imp	Game	Player	Prop	O/U	FD	Bet365	DK	MGM	PN	Kambi	CZ	SZN	LYR	Splits	Opp Rank	LYR Opp Rank
-6.1	-	-129 CZ	56%	DET @ LAA	Andy Ibanez	single	u 0.5	-120	-	'+100/-140	-	-	-	-106/-129	75%	100%	0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1	25th	7th
-6.1	-6.0	-150 MGM	60%	DET @ LAA		f5_total	o 4.0	-	-	-	-150/+115	-140/122	-	-	0%	0%		0	0
-6.1	-7.0	115 CZ	47%	DET @ LAA		f5_spread	o -0.5	'+114/-152	-	'+110/-140	'+110/-145	122/-140	114/-143	115/-145	0%	0%		0	0
-6.1	-	-700 DK	88%	COL @ SF	Tyler Fitzgerald	double	u 0.5	'+490	-	'+425/-700	-	-	-	-	84%	100%	0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0	27th	26th
-6.1	-	120 MGM	45%	COL @ SF	Patrick Bailey	h	u 0.5	-160	-	-155/+115	-155/+120	-	-	-154/112	64%	100%	1,0,0,0,0,0,3,0,0,0,0,2,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0	30th	30th
-6.1	-	133 CZ	43%	COL @ SF	Nick Martini	single	o 0.5	'+110	-	'+125/-180	-	-	-	133/-184	38%	0%	0,1,3,0,0,1,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1	19th	23rd
-6.1	-5.7	-135 ESPN	57%	COL @ SF	Mickey Moniak	tb	o 0.5	-	-	-140/+100	-140/+100	-138/104	-	-142/104	50%	0%	0,0,1,1,1,0,0,1,0,1,0,0,0,2,1,1,2,0,1,1,0,0,1,1,0,0	6th	10th
-6.1	-6.1	-132 ESPN	57%	COL @ SF	Kyle Freeland	h_allowed	o 5.5	-	-	-135/-105	-140/-105	-133/101	-	-137/100	67%	0%	2,9,8,8,3,10	25th	21st
-6.1	-	-285 ESPN	74%	COL @ SF	Heliot Ramos	tb	u 2.5	'+220	-	'+195	-	-	-	-	97%	100%	1,2,2,1,1,1,3,1,1,1,1,0,0,1,0,2,1,1,1,1,0,2,0,2,1,0,0,2,2,1,1	28th	29th
-6.1	-	-235 MGM	70%	COL @ SF	Heliot Ramos	rbi	u 0.5	'+170	-	'+170/-240	'+175/-235	-	180/-250	172/-244	74%	100%	2,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1	28th	29th
-6.1	-5.5	-180 ESPN	64%	COL @ SF	Brenton Doyle	tb	u 1.5	'+140	-	'+130/-185	'+130/-185	137/-188	138/-195	133/-184	75%	100%	0,1,1,3,0,1,2,1,3,1,1,4,0,1,0,0,0,0,0,2	6th	10th
-6.1	-	-400 ESPN	80%	COL @ SF	Brenton Doyle	h	u 1.5	'+270	-	'+250	-	-	295/-435	-	80%	100%	0,1,1,3,0,1,1,1,3,1,1,4,0,1,0,0,0,0,0,2	11th	21st
-6.1	-	-285 MGM	74%	CHC @ PIT	Pete Crow Armstrong	rbi	u 0.5	'+195	-	'+200/-290	'+210/-285	-	220/-315	202/-294	58%	100%	0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,1,1,1,0,0,0,3,4,1,0,1,2,0	16th	20th
-6.1	-6.1	-137 CZ	58%	CHC @ PIT	Paul Skenes	er	o 1.5	-	-	-145/+105	-145/+100	-139/104	-	-137/100	50%	0%	2,0,5,1,2,0	1st	12th
-6.1	-	-650 DK	87%	CHC @ PIT	Nico Hoerner	double	u 0.5	'+360	-	'+400/-650	-	-	425/-835	-	81%	100%	0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0	25th	24th
-6.1	-	-700 MGM	88%	CHC @ PIT	Nicky Lopez	rbi	u 0.5	-	-	'+425/-700	'+425/-700	-	-	-	100%	100%	0,0	16th	20th
-6.1	-	-160 MGM	62%	CHC @ PIT	Nicky Lopez	h+r+rbi	o 0.5	-	-	-165/+120	-160/+125	-	-	-	0%	0%	0,0	0	0
-6.1	-	-105 MGM	51%	CHC @ PIT	Nicky Lopez	h	u 0.5	-	-	-130/-105	-125/-105	-	-118/-110	-	100%	100%	0,0	14th	24th
-6.1	-	-160 MGM	62%	CHC @ PIT	Jared Triolo	h+r+rbi	u 1.5	-	-	'+120/-165	'+125/-160	-	-	-	100%	100%	0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1	0	0
-6.1	-	-750 DK	88%	CHC @ PIT	Jared Triolo	double	u 0.5	'+460	-	'+450/-750	-	-	425/-835	-	83%	100%	0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0	21st	3rd
-6.1	-5.6	-190 MGM	66%	CHC @ PIT	Ian Happ	tb	o 0.5	-	-	-195/+140	-190/+140	-198/144	-	-194/139	68%	0%	1,1,2,0,0,1,0,0,2,2,1,1,2,0,1,0,3,0,1,1,3,3,0,2,4,2,2,0,0,2,2	16th	20th
-6.1	-	-680 DK	87%	CHC @ PIT		total	u 12.0	-	-	'+417/-680	-	-	-	404/-858	0%	0%		0	0
-6.1	-	133 CZ	43%	BOS @ TOR	Wilyer Abreu	single	o 0.5	'+110	-	'+125/-180	-	-	-	133/-184	39%	0%	1,2,0,0,0,0,1,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,2,1	6th	8th
-6.1	-	-360 BR	78%	BOS @ TOR	Jose Berrios	k	u 6.5	'+290	-	'+230	-	-	250/-360	-	83%	100%	5,8,2,6,3,4	27th	3rd
-6.1	-	-225 ESPN	69%	BOS @ TOR	Ernie Clement	tb	u 1.5	'+175	-	'+165	-	-	-	-	86%	100%	0,1,0,0,1,1,0,0,0,0,0,1,0,0,4,2,0,0,0,3,0,0,1,1,1,1,1,2	11th	19th
-6.1	-	-450 ESPN	82%	BOS @ TOR	Ernie Clement	h	u 1.5	'+330	-	'+290	-	-	-	-	89%	100%	0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,3,0,0,1,1,0,1,1,2	21st	22nd
-6.1	-	235 BR	30%	BOS @ TOR	Bo Bichette	rbi	o 0.5	'+210	-	'+205/-300	'+210/-295	-	235/-335	202/-294	34%	0%	0,1,0,0,0,2,0,0,1,0,0,3,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0	23rd	19th
-6.1	-	-115 MGM	53%	BOS @ TOR	Anthony Santander	h+r+rbi	o 1.5	-	-	-120/-115	-115/-110	-	-	-	39%	0%	0,3,2,0,0,1,3,0,1,0,2,1,1,1,3,1,2,6,1,2,3,0,0,0,0,3,0,5	0	0
-6.1	-	100 ESPN	50%	BOS @ TOR	Alejandro Kirk	single	u 0.5	-135	-	-135/-105	-	-	-	-129/-106	48%	100%	1,1,0,1,2,0,0,2,2,0,0,0,0,1,1,1,0,0,0,1,2,0,1	28th	27th
-6.1	-7.0	105 MGM	49%	BOS @ TOR		away_total	o 4.5	'+104/-132	-	'+100/-130	'+105/-140	111/-130	105/-129	105/-137	0%	0%		0	0
-6.1	-	-230 DK	70%	BOS @ TOR		f3_total	o 1.5	-	-	-230/+175	-235/+170	-	-	-	0%	0%		0	0
-6.1	-6.1	-147 DK	60%	BOS @ TOR		spread	u -1.0	-	-	'+113/-147	-	119/-137	-	-	0%	0%		0	0
-6.1	-	105 DK	49%	ATH @ TEX	Wyatt Langford	single	o 0.5	-130	-	'+105/-150	-	-	-	104/-142	43%	0%	1,1,1,1,0,1,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0	24th	21st
-6.1	-	-115 MGM	53%	ATH @ TEX	Marcus Semien	h+r+rbi	o 1.5	-	-	-120/-115	-115/-110	-	-	-	30%	0%	1,0,2,0,0,0,1,3,3,1,0,1,2,1,1,1,1,2,1,1,0,7,0,0,0,1,3,1,6,2	0	0
-6.1	-	145 MGM	41%	ATH @ TEX	Josh Jung	r	o 0.5	'+110	-	'+140/-200	'+145/-200	-	123/-167	133/-184	32%	0%	0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0	25th	6th
-6.1	-	125 MGM	44%	ATH @ TEX	Jonah Heim	r	o 0.5	'+100	-	'+120/-170	'+125/-165	-	117/-159	116/-160	26%	0%	2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0	25th	6th
-6.1	-	155 MGM	39%	ATH @ TEX	Jacob Wilson	r	o 0.5	'+115	-	'+150/-215	'+155/-210	-	128/-177	146/-204	48%	0%	0,1,1,0,1,0,0,2,0,0,1,2,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0	4th	7th
-6.1	-	170 BR	37%	ATH @ TEX	Brent Rooker	h	u 0.5	-220	-	-215/+160	-210/+160	-	-230/170	-214/152	32%	100%	0,2,2,0,2,1,1,0,1,1,0,0,1,1,1,0,2,1,3,2,1,0,2,0,0,1,1,2,0,2,2	7th	18th
-6.1	-5.0	-377 DK	79%	ATH @ TEX		spread	o 3.0	-	-	-377/+265	-	-369/283	-	-408/244	0%	0%		0	0
-6.1	-	-650 DK	87%	ATH @ TEX		total	u 13.0	-	-	'+405/-650	-	-	-	390/-808	0%	0%		0	0
-6.1	-4.8	-130 MGM	57%	ARI @ NYM	Zac Gallen	outs	o 16.5	-	-	-130/-105	-130/-110	-136/102	-	-133/-103	50%	0%	12,20,14,18,18,15	0	0
-6.1	-	-278 BR	74%	ARI @ NYM	Zac Gallen	k	u 6.5	'+220	-	'+190	-	-	195/-278	-	83%	100%	4,13,2,5,5,6	3rd	15th
-6.1	-	-2000 DK	95%	ARI @ NYM	Juan Soto	sb	u 0.5	'+640	-	'+1000/-2000	-	-	-	-	100%	100%		18th	6th
-6.1	-	-650 MGM	87%	ARI @ NYM	Jose Herrera	rbi	u 0.5	-	-	'+400/-650	'+425/-650	-	-	386/-679	80%	100%	0,0,0,1,0,0,0,0,1,0	2nd	16th
-6.1	-	-115 MGM	53%	ARI @ NYM	Jose Herrera	h+r+rbi	u 0.5	-	-	-115/-120	-115/-115	-	-	-	70%	100%	0,0,2,5,0,0,0,0,2,0	0	0
-6.1	-	-150 MGM	60%	ARI @ NYM	Eugenio Suarez	h+r+rbi	u 1.5	-	-	'+110/-150	'+115/-150	-	-	-	63%	100%	4,8,4,0,6,1,1,0,0,0,0,0,1,0,1,0,2,1,0,6,0,1,0,2,2,3,13,2,0,1	0	0
-6.1	-	116 CZ	46%	ARI @ NYM	Corbin Carroll	single	o 0.5	'+105	-	'+110/-155	-	-	-	116/-160	43%	0%	0,0,2,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,2,2,0,0,0,1,0,0,0,0,0	23rd	5th
-6.1	-	-275 MGM	73%	ARI @ NYM	Brandon Nimmo	rbi	u 0.5	'+195	-	'+195/-280	'+200/-275	-	205/-295	196/-284	62%	100%	0,0,0,2,1,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,9,0	24th	26th
-6.1	-	-145 MGM	59%	ARI @ NYM	Brandon Nimmo	h+r+rbi	u 1.5	-	-	'+110/-155	'+110/-145	-	-	-	55%	100%	1,2,0,4,4,1,2,0,2,0,4,0,3,3,3,0,0,1,0,2,1,2,1,0,4,0,1,17,0	0	0
-6.1	-	-155 MGM	61%	ARI @ NYM	Alek Thomas	h	o 0.5	-155	-	-155/+115	-155/+120	-	-155/118	-166/120	57%	0%	3,2,0,0,2,1,0,0,0,2,1,1,0,0,2,0,1,0,2,1,2,1,0	9th	3rd
-6.2	-	-154 CZ	61%	WSH @ PHI	Luis Garcia	r	u 0.5	'+110	-	'+110/-160	'+115/-155	-	125/-175	112/-154	67%	100%	0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,4,0,2,0,0,0,0,1,0,1	14th	19th
-6.2	-	-550 DK	85%	WSH @ PHI	Luis Garcia	double	u 0.5	'+370	-	'+350/-550	-	-	360/-625	345/-579	85%	100%	1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0	28th	15th
-6.2	-	-115 ESPN	53%	WSH @ PHI	Jacob Young	single	u 0.5	-110	-	-120/-120	-	-	-	-117/-117	64%	100%	0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,2,0,0,1,0,0,1,0,1	18th	18th
-6.2	-	-550 ESPN	85%	WSH @ PHI	Jacob Young	h	u 1.5	'+370	-	'+320	-	-	-	-	92%	100%	0,0,1,0,0,0,0,0,2,0,1,1,2,1,0,0,1,1,0,1,0,0,1,1,1	23rd	20th
-6.2	-	-400 DK	80%	WSH @ PHI	Cj Abrams	sb	u 0.5	'+225	-	'+270/-400	-	-	300/-480	-	100%	100%		11th	7th
-6.2	-	-124 BR	55%	WSH @ PHI	Bryson Stott	r	o 0.5	-165	-	-125/-110	-125/-110	-	-124/-109	-125/-109	48%	0%	1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,0,2,1,1,1	27th	8th
-6.2	-	-150 MGM	60%	WSH @ PHI	Bryce Harper	h+r+rbi	u 2.5	-	-	'+110/-155	'+115/-150	-	-	-	63%	100%	4,3,1,1,0,3,0,1,5,2,4,0,0,2,1,1,4,6,2,4,3,5,0,0,2,0,3,0,1,2	0	0
-6.2	-6.7	-483 CZ	83%	WSH @ PHI		total	o 6.5	-	-	-490/+328	-	-430/320	-	-483/276	0%	0%		0	0
-6.2	-4.9	-283 DK	74%	WSH @ PHI		spread	o 3.0	-	-	-283/+207	-	-277/222	-	-298/190	0%	0%		0	0
-6.2	-	-445 DK	82%	WSH @ PHI		f3_spread	u -1.5	-	-	'+310/-445	'+300/-450	-	-	-	0%	0%		0	0
-6.2	-	-1100 DK	92%	STL @ CIN	Tj Friedl	sb	u 0.5	'+550	-	'+600/-1100	-	-	-	-	100%	100%		15th	28th
-6.2	-7.0	-160 MGM	62%	STL @ CIN	Spencer Steer	tb	u 1.5	'+115	-	'+115/-160	'+115/-160	118/-159	133/-190	116/-160	75%	100%	0,0,2,0,0,0,1,1,2,0,1,0,0,1,0,2,0,2,1,2,2,1,0,1	10th	21st
-6.2	-	210 FD	32%	STL @ CIN	Santiago Espinal	rbi	o 0.5	'+210	-	'+170/-240	'+200/-275	-	190/-265	190/-274	14%	0%	0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1	19th	17th
-6.2	-3.9	-165 MGM	62%	STL @ CIN	Masyn Winn	tb	u 1.5	-130	-	'+125/-175	'+120/-165	132/-179	135/-190	126/-174	74%	100%	0,0,0,0,0,2,2,4,1,1,0,0,1,1,1,2,0,0,2	13th	17th
-6.2	-	-129 CZ	56%	STL @ CIN	Lars Nootbaar	single	u 0.5	-105	-	-105/-135	-	-	-	-106/-129	46%	100%	1,2,0,1,2,2,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,2,1,2,0,0	1st	4th
-6.2	-	-575 DK	85%	STL @ CIN	Jose Trevino	double	u 0.5	'+390	-	'+370/-575	-	-	-	345/-579	67%	100%	0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,1,1	23rd	23rd
-6.2	-	190 DK	34%	STL @ CIN	Jose Barrero	single	o 0.5	'+145	-	'+190/-275	-	-	-	-	0%	0%		1st	4th
-6.2	-	130 BR	43%	STL @ CIN	Brendan Donovan	r	o 0.5	'+105	-	'+125/-175	'+125/-165	-	130/-180	126/-174	48%	0%	1,0,1,1,0,0,1,1,1,1,0,0,0,1,2,0,0,0,3,0,1,0,1,0,0,0,1	10th	14th
-6.2	-	-274 CZ	73%	STL @ CIN	Austin Hays	h	o 0.5	-	-	-	-275/+200	-	-	-274/190	77%	0%	2,1,1,2,2,4,1,0,0,2,2,2,0	12th	23rd
-6.2	-5.3	142 FD	41%	STL @ CIN		total	u 7.5	-184/+142	-	-179/+136	-	-165/145	-175/135	-188/127	0%	0%		0	0
-6.2	-	-257 DK	72%	STL @ CIN		total	o 7.0	-	-	-257/+190	-	-	-275/188	-258/168	0%	0%		0	0
-6.2	-6.2	115 MGM	47%	STL @ CIN		f5_total	o 5.0	-	-	-	'+115/-150	120/-138	-	-	0%	0%		0	0
-6.2	-	-261 DK	72%	STL @ CIN		spread	u -2.0	-	-	'+193/-261	-	-	-	184/-288	0%	0%		0	0
-6.2	-7.1	-109 BR	52%	MIN @ CLE	Jose Ramirez	tb	o 1.5	-115	-	-110/-125	-110/-125	-108/-122	-109/-129	-113/-121	31%	0%	0,0,3,0,2,3,0,0,1,0,0,1,1,0,2,2,0,2,1,1,2,0,1,2,0,1,1,0,2	9th	18th
-6.2	-	-679 CZ	87%	MIN @ CLE	Gabriel Arias	double	u 0.5	'+400	-	'+425/-700	-	-	400/-770	386/-679	75%	100%	2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0	12th	9th
-6.2	-	125 MGM	44%	MIN @ CLE	Daniel Schneemann	h+r+rbi	o 1.5	-	-	'+120/-170	'+125/-165	-	-	-	29%	0%	0,4,0,0,0,0,0,0,3,2,4,2,0,1,0,2,0,1,1,1,0	0	0
-6.2	-	-166 CZ	62%	MIN @ CLE	Bo Naylor	r	u 0.5	'+120	-	'+125/-175	'+130/-175	-	-	120/-166	62%	100%	0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1	7th	9th
-6.2	-	-276 DK	73%	MIN @ CLE		total	u 11.5	'+210/-280	-	'+203/-276	-	-	205/-315	179/-278	0%	0%		0	0
-6.2	-	-150 MGM	60%	MIL @ CHW	William Contreras	h+r+rbi	o 1.5	-	-	-155/+110	-150/+115	-	-	-	55%	0%	0,1,2,0,1,0,0,0,3,6,5,2,3,4,5,1,3,1,2,0,4,1,3,1,1,2,3,3,5	0	0
-6.2	-	-113 CZ	53%	MIL @ CHW	Sal Frelick	single	o 0.5	-130	-	-115/-125	-	-	-	-113/-121	65%	0%	2,1,2,1,0,0,2,1,2,1,1,1,0,0,0,1,0,0,1,0,1,3,1,0,1,1,0,0,1,1,1	6th	24th
-6.2	-	-374 CZ	79%	MIL @ CHW	Matt Thaiss	rbi	u 0.5	-	-	'+260/-380	'+260/-375	-	265/-385	247/-374	76%	100%	0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0	15th	5th
-6.2	-	-225 MGM	69%	MIL @ CHW	Matt Thaiss	r	u 0.5	-	-	'+160/-230	'+165/-225	-	170/-240	165/-234	71%	100%	0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1	15th	26th
-6.2	-	-129 CZ	56%	MIL @ CHW	Jackson Chourio	r	o 0.5	-140	-	-135/-105	-135/-105	-	-136/100	-129/-106	53%	0%	0,1,0,0,0,1,1,0,1,2,1,3,1,1,2,0,0,1,0,1,0,1,0,2,0,1,1,0,0,0	17th	4th
-6.2	-	230 FD	30%	MIL @ CHW	Chad Patrick	k	o 5.5	'+230	-	'+190	-	-	195/-275	-	17%	0%	1,5,4,3,7,2	18th	14th
-6.2	-	-900 DK	90%	MIL @ CHW	Brooks Baldwin	double	u 0.5	'+550	-	'+500/-900	-	-	-	-	74%	100%	0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1	10th	0th
-6.2	-6.2	-502 DK	83%	MIL @ CHW		total	u 12.5	'+360/-530	-	'+335/-502	-	337/-459	-	297/-533	0%	0%		0	0
-6.2	-	-148 CZ	60%	KC @ TB	Shane Baz	bb_allowed	u 1.5	-	-	'+105/-150	-	-	-	108/-148	60%	100%	0,4,0,4,1	28th	28th
-6.2	-	-700 DK	88%	KC @ TB	Salvador Perez	double	u 0.5	'+460	-	'+425/-700	-	-	390/-715	-	63%	100%	0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,2,0,1,1,0	2nd	1st
-6.2	-6.1	-142 CZ	59%	KC @ TB	Michael Massey	tb	o 0.5	-	-	-150/+105	-145/+105	-144/108	-	-142/104	54%	0%	1,1,0,2,0,2,1,0,1,1,2,0,1,1,0,0,0,0,3,1,0,0,1,1,0,2,0,0	15th	12th
-6.2	-	-1400 DK	93%	KC @ TB	Kyle Isbel	double	u 0.5	'+650	-	'+700/-1400	-	-	-	-	89%	100%	1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0	2nd	1st
-6.2	-	-800 DK	89%	KC @ TB	Jonathan India	double	u 0.5	'+430	-	'+475/-800	-	-	475/-1000	-	71%	100%	1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1	2nd	1st
-6.2	-	-278 BR	74%	KC @ TB	Hunter Renfroe	r	u 0.5	'+160	-	'+210/-300	'+210/-300	-	195/-278	196/-284	95%	100%	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	8th	21st
-6.2	-	-109 CZ	52%	DET @ LAA	Zach Neto	single	o 0.5	-125	-	-110/-125	-	-	-	-109/-125	36%	0%	0,0,0,0,0,1,1,2,0,0,1	10th	13th
-6.2	-	-1400 DK	93%	DET @ LAA	Trey Sweeney	double	u 0.5	'+650	-	'+700/-1400	-	-	-	-	90%	100%	0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	9th	18th
-6.2	-	-155 MGM	61%	DET @ LAA	Riley Greene	h+r+rbi	u 1.5	-	-	'+115/-160	'+120/-155	-	-	-	57%	100%	1,3,0,3,5,3,6,4,1,0,0,1,1,0,0,0,0,5,5,0,0,2,0,3,1,5,0,7,1,6	0	0
-6.2	-	-155 MGM	61%	DET @ LAA	Justyn Henry Malloy	h+r+rbi	u 1.5	-	-	'+115/-160	'+120/-155	-	-	-	73%	100%	5,0,0,4,0,3,0,2,1,0,3,0,0,1,0,0,1,6,0,1,0,0	0	0
-6.2	-	-550 ESPN	85%	DET @ LAA	Jo Adell	h	u 1.5	'+400	-	'+320	-	-	-	-	88%	100%	1,1,1,0,2,0,0,0,2,1,0,0,1,0,3,0,1,1,0,0,1,0,0,0,1	5th	5th
-6.2	-	-550 ESPN	85%	DET @ LAA	Javier Baez	h	u 1.5	'+400	-	'+320	-	-	-	-	80%	100%	0,0,3,0,0,3,1,1,1,1,0,1,0,2,0,1,1,1,1,0,3,0,2,1,1	25th	19th
-6.2	-	180 BR	36%	DET @ LAA	Gustavo Campero	r	o 0.5	'+170	-	'+160/-230	'+165/-225	-	180/-265	165/-234	0%	0%		26th	5th
-6.2	-3.2	-120 MGM	55%	DET @ LAA	Casey Mize	outs	o 16.5	-	-	-120/-115	-120/-115	-130/-102	-	-121/-113	80%	0%	17,18,17,21,16	0	0
-6.2	-	230 FD	30%	DET @ LAA	Casey Mize	k	o 5.5	'+230	-	'+195	-	-	-	-	40%	0%	6,6,3,3,5	29th	12th
-6.2	-4.8	-192 DK	66%	DET @ LAA		spread	o 1.0	-	-	-192/+146	-	-184/158	-	-198/133	0%	0%		0	0
-6.2	-5.5	-160 CZ	62%	COL @ SF	Tyler Fitzgerald	tb	o 0.5	-	-	-165/+115	-165/+120	-165/123	-	-160/116	60%	0%	0,1,2,1,0,0,0,1,0,2,2,0,3,1,3,1,1,0,1,2,1,0,0,1,0	28th	29th
-6.2	-	-295 BR	75%	COL @ SF	David Villar	rbi	u 0.5	'+185	-	'+215/-310	'+220/-300	-	210/-295	208/-304	100%	100%	0,0	28th	29th
-6.2	-	-900 ESPN	90%	COL @ SF	Alan Trejo	h	u 1.5	'+460	-	'+500	-	-	-	-	100%	100%	1,1,0,0	11th	21st
-6.2	-	-103 CZ	51%	COL @ SF	Adael Amador	h	u 0.5	-155	-	-125/-105	-125/-105	-	-	-133/-103	62%	100%	0,0,1,1,0,0,0,0,1,0,3,1,0	11th	21st
-6.2	-	-650 DK	87%	COL @ SF	Adael Amador	double	u 0.5	'+450	-	'+400/-650	-	-	-	386/-679	69%	100%	0,1,1,0,0,0,0,0,0,0,1,1,0	5th	17th
-6.2	-6.8	-219 DK	69%	COL @ SF		total	o 6.0	-	-	-219/+165	-	-194/169	-220/163	-228/151	0%	0%		0	0
-6.2	-6.5	130 DK	43%	COL @ SF		f5_total	o 4.5	'+116/-152	-	'+130/-166	'+125/-165	135/-156	-	-	0%	0%		0	0
-6.2	-6.4	-908 CZ	90%	COL @ SF		total	o 3.5	-	-	-910/+512	-	-784/508	-	-908/417	0%	0%		0	0
-6.2	-6.2	-196 DK	66%	COL @ SF		spread	u 1.0	-	-	'+149/-196	-	156/-178	-	-	0%	0%		0	0
-6.2	-2.7	112 FD	47%	COL @ SF		rfi	o  	'+112/-142	-	'+110/-140	'+110/-145	109/-127	108/-136	110/-140	0%	0%		0	0
-6.2	-	-214 CZ	68%	CHC @ PIT	Pete Crow Armstrong	r	u 0.5	'+150	-	'+155/-220	'+155/-220	-	165/-235	152/-214	42%	100%	0,0,2,0,1,0,1,1,1,0,1,1,1,1,0,0,1,2,1,0,1,3,0,0,2,1,1,0,0,1,0	21st	11th
-6.2	-	-625 BR	86%	CHC @ PIT	Pete Crow Armstrong	double	u 0.5	'+370	-	'+425/-700	-	-	360/-625	366/-629	65%	100%	0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0	25th	24th
-6.2	-	-200 MGM	67%	CHC @ PIT	Oneil Cruz	rbi	u 0.5	'+155	-	'+145/-205	'+150/-200	-	150/-205	146/-204	64%	100%	0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,4,1,1,0,0,0,1,1,1,2,0,0,0	18th	8th
-6.2	-	-10000 MGM	99%	CHC @ PIT	Nico Hoerner	hr	u 0.5	'+1500	-	'+1600	'+1550/-10000	-	1400/-10000	750	100%	100%	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	6th	5th
-6.2	-	225 MGM	31%	CHC @ PIT	Miguel Amaya	r	o 0.5	'+175	-	'+220/-330	'+225/-325	-	188/-265	196/-284	35%	0%	0,0,0,1,0,0,1,0,0,3,0,0,0,1,1,2,0	21st	11th
-6.2	-	125 MGM	44%	CHC @ PIT	Miguel Amaya	h	u 0.5	-160	-	-165/+125	-160/+125	-	-157/120	-160/116	35%	100%	1,2,1,1,1,0,2,0,0,2,0,3,0,0,2,1,1	14th	24th
-6.2	-	-129 CZ	56%	CHC @ PIT	Adam Frazier	single	u 0.5	'+100	-	-105/-130	-	-	-	-106/-129	50%	100%	0,1,1,0,1,2,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,1,1,1,1,2,0	20th	20th
-6.2	-5.8	-180 DK	64%	BOS @ TOR	Wilyer Abreu	tb	u 1.5	'+120	-	'+130/-180	'+130/-185	136/-186	148/-210	133/-184	75%	100%	3,2,1,1,0,0,1,4,3,0,0,0,0,2,1,0,1,0,1,1,1,0,3,0,0,0,3,1	25th	22nd
-6.2	-	-500 BR	83%	BOS @ TOR	Vladimir Guerrero	double	u 0.5	'+340	-	'+330/-525	-	-	310/-500	311/-504	72%	100%	0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0	8th	10th
-6.2	-8.7	-1100 MGM	92%	BOS @ TOR	Triston Casas	hr	u 0.5	'+560	-	'+650	'+675/-1100	476/-818	700/-1430	480	88%	100%	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0	30th	29th
